Rank,Economy (GDP per Capita),Health (Life Expectancy),Trust (Government Corruption),Happiness Score,Country,Happiness Rank,Freedom,Generosity,Family (Social Support),Year,Region
537,1,0.517,0.037,5.636,Turkmenistan,68,0.417,0.199,2,2018,Central and Eastern Europe
538,1,0.732,0.022,5.62,Hungary,69,0.259,0.061,1,2018,Central and Eastern Europe
539,1,0.553,0.148,5.566,Libya,70,0.496,0.116,1,2018,Middle East and Northern Africa
540,1,0.513,0.105,5.524,Philippines,71,0.643,0.12,1,2018,Southeastern Asia
541,1,0.622,0.074,5.504,Honduras,72,0.459,0.197,1,2018,Latin America and Caribbean
542,1,0.7,0.154,5.483,Belarus,73,0.307,0.101,1,2018,Central and Eastern Europe
543,1,0.686,0.109,5.483,Turkey,74,0.324,0.106,1,2018,Middle East and Northern Africa
544,1,0.424,0.113,5.472,Pakistan,75,0.334,0.216,1,2018,Southern Asia
545,1,1.03,0.291,5.43,Hong Kong,76,0.524,0.246,1,2018,Eastern Asia
546,1,0.884,0.017,5.41,Portugal,77,0.562,0.055,1,2018,Western Europe
547,1,0.685,0.043,5.398,Serbia,78,0.288,0.134,1,2018,Central and Eastern Europe
548,1,0.879,0.044,5.358,Greece,79,0.131,0,1,2018,Western Europe
549,1,0.785,0.136,5.358,Lebanon,80,0.503,0.214,1,2018,Middle East and Northern Africa
550,1,0.729,0.081,5.347,Montenegro,81,0.259,0.111,1,2018,Central and Eastern Europe
551,1,0.737,0.039,5.321,Croatia,82,0.38,0.12,1,2018,Central and Eastern Europe
552,1,0.614,0.106,5.302,Dominican Republic,83,0.578,0.12,1,2018,Latin America and Caribbean
553,1,0.687,0.135,5.295,Algeria,84,0.077,0.055,1,2018,Middle East and Northern Africa
554,1,0.669,0.074,5.254,Morocco,85,0.46,0.026,1,2018,Middle East and Northern Africa
555,1,0.799,0.103,5.246,China,86,0.597,0.029,1,2018,Eastern Asia
556,1,0.603,0.176,5.201,Azerbaijan,87,0.43,0.031,1,2018,Central and Eastern Europe
557,0,0.598,0.034,5.199,Tajikistan,88,0.292,0.187,1,2018,Central and Eastern Europe
558,1,0.691,0.052,5.185,Macedonia,89,0.394,0.173,1,2018,Central and Eastern Europe
559,1,0.645,0.134,5.161,Jordan,90,0.468,0.13,1,2018,Middle East and Northern Africa
560,1,0.048,0.032,5.155,Nigeria,91,0.462,0.201,1,2018,Sub-Saharan Africa
561,1,0.594,0.035,5.131,Kyrgyzstan,92,0.54,0.281,1,2018,Central and Eastern Europe
562,1,0.758,0,5.129,Bosnia and Herzegovina,93,0.28,0.216,1,2018,Central and Eastern Europe
563,1,0.575,0.032,5.125,Mongolia,94,0.395,0.253,2,2018,Eastern Asia
564,1,0.702,0.079,5.103,Vietnam,95,0.618,0.177,1,2018,Southeastern Asia
565,1,0.522,0.018,5.093,Indonesia,96,0.538,0.484,1,2018,Southeastern Asia
566,1,0.527,0.171,5.082,Bhutan,97,0.541,0.364,1,2018,Southern Asia
567,0,0.115,0.282,4.982,Somalia,98,0.674,0.238,1,2018,-
568,1,0.182,0.043,4.975,Cameroon,99,0.454,0.183,1,2018,Sub-Saharan Africa
569,1,0.712,0.009,4.933,Bulgaria,100,0.359,0.064,2,2018,Central and Eastern Europe
570,0,0.539,0.078,4.88,Nepal,101,0.526,0.302,1,2018,Southern Asia
571,1,0.657,0.052,4.806,Venezuela,102,0.133,0.056,1,2018,Latin America and Caribbean
572,1,0.404,0.052,4.758,Gabon,103,0.356,0.032,1,2018,Sub-Saharan Africa
573,1,0.602,0.076,4.743,Palestinian Territories,104,0.266,0.086,1,2018,Middle East and Northern Africa
574,1,0.33,0.056,4.724,South Africa,105,0.516,0.103,1,2018,Sub-Saharan Africa
575,1,0.691,0.129,4.707,Iran,106,0.459,0.282,1,2018,Middle East and Northern Africa
576,1,0.08,0.103,4.671,Ivory Coast,107,0.467,0.146,1,2018,Sub-Saharan Africa
577,1,0.337,0.029,4.657,Ghana,108,0.499,0.212,1,2018,Sub-Saharan Africa
578,0,0.433,0.082,4.631,Senegal,109,0.406,0.138,1,2018,Sub-Saharan Africa
579,1,0.441,0.174,4.623,Laos,110,0.626,0.23,1,2018,Southeastern Asia
580,1,0.69,0.063,4.592,Tunisia,111,0.271,0.04,1,2018,Middle East and Northern Africa
581,1,0.79,0.032,4.586,Albania,112,0.419,0.149,1,2018,Central and Eastern Europe
582,0,0,0.053,4.571,Sierra Leone,113,0.355,0.238,1,2018,Sub-Saharan Africa
583,1,0.343,0.077,4.559,Congo (Brazzaville),114,0.514,0.091,1,2018,Sub-Saharan Africa
584,1,0.579,0.144,4.5,Bangladesh,115,0.58,0.153,1,2018,Southern Asia
585,1,0.672,0.05,4.471,Sri Lanka,116,0.585,0.307,1,2018,Southern Asia
586,1,0.536,0.095,4.456,Iraq,117,0.304,0.148,1,2018,Middle East and Northern Africa
587,0,0.152,0.056,4.447,Mali,118,0.367,0.139,1,2018,Sub-Saharan Africa
588,1,0.365,0.064,4.441,Namibia,119,0.519,0.051,1,2018,-
589,1,0.457,0.065,4.433,Cambodia,120,0.696,0.256,1,2018,Southeastern Asia
590,0,0.254,0.128,4.424,Burkina Faso,121,0.312,0.175,1,2018,Sub-Saharan Africa
591,1,0.553,0.107,4.419,Egypt,122,0.312,0.092,1,2018,Middle East and Northern Africa
592,0,0.173,0.158,4.417,Mozambique,123,0.531,0.206,1,2018,Sub-Saharan Africa
593,0,0.454,0.055,4.41,Kenya,124,0.504,0.352,1,2018,Sub-Saharan Africa
594,1,0.295,0.082,4.377,Zambia,125,0.503,0.221,1,2018,Sub-Saharan Africa
595,1,0.292,0.093,4.356,Mauritania,126,0.129,0.134,1,2018,Sub-Saharan Africa
596,0,0.391,0.146,4.35,Ethiopia,127,0.452,0.22,1,2018,Sub-Saharan Africa
597,1,0.643,0.215,4.34,Georgia,128,0.375,0.038,1,2018,Central and Eastern Europe
598,1,0.666,0.028,4.321,Armenia,129,0.26,0.077,1,2018,Central and Eastern Europe
599,1,0.429,0.178,4.308,Myanmar,130,0.58,0.598,1,2018,Southeastern Asia
600,0,0.053,0.06,4.301,Chad,131,0.189,0.181,1,2018,Sub-Saharan Africa
601,0,0.204,0.052,4.245,Congo (Kinshasa),132,0.312,0.197,1,2018,Sub-Saharan Africa
602,1,0.485,0.093,4.19,India,133,0.539,0.172,1,2018,Southern Asia
603,0,0.221,0.099,4.166,Niger,134,0.39,0.175,1,2018,Sub-Saharan Africa
604,0,0.237,0.061,4.161,Uganda,135,0.45,0.259,1,2018,Sub-Saharan Africa
605,0,0.24,0.067,4.141,Benin,136,0.44,0.163,0,2018,Sub-Saharan Africa
606,1,0.312,0.082,4.139,Sudan,137,0.016,0.134,1,2018,Sub-Saharan Africa
607,1,0.609,0.011,4.103,Ukraine,138,0.163,0.187,1,2018,Central and Eastern Europe
608,0,0.253,0.101,3.999,Togo,139,0.434,0.158,0,2018,Sub-Saharan Africa
609,0,0.211,0.094,3.964,Guinea,140,0.394,0.185,1,2018,Sub-Saharan Africa
610,0,0.079,0.112,3.808,Lesotho,141,0.423,0.116,1,2018,Sub-Saharan Africa
611,1,0.269,0.061,3.795,Angola,142,0,0.079,1,2018,Sub-Saharan Africa
612,0,0.402,0.049,3.774,Madagascar,143,0.221,0.155,1,2018,Sub-Saharan Africa
613,0,0.248,0.099,3.692,Zimbabwe,144,0.406,0.132,1,2018,Sub-Saharan Africa
614,0,0.255,0.036,3.632,Afghanistan,145,0.085,0.191,1,2018,Southern Asia
615,1,0.417,0.092,3.59,Botswana,146,0.557,0.042,1,2018,Sub-Saharan Africa
616,0,0.306,0.08,3.587,Malawi,147,0.531,0.21,1,2018,Sub-Saharan Africa
617,0,0.289,0.104,3.582,Haiti,148,0.025,0.392,1,2018,Latin America and Caribbean
618,0,0.267,0.03,3.495,Liberia,149,0.419,0.206,1,2018,Sub-Saharan Africa
619,1,0.539,0.144,3.462,Syria,150,0.088,0.376,0,2018,Middle East and Northern Africa
620,0,0.4,0.444,3.408,Rwanda,151,0.636,0.2,1,2018,Sub-Saharan Africa
621,0,0.343,0.064,3.355,Yemen,152,0.244,0.083,1,2018,Middle East and Northern Africa
622,0,0.381,0.097,3.303,Tanzania,153,0.481,0.27,1,2018,Sub-Saharan Africa
623,0,0.177,0.106,3.254,South Sudan,154,0.112,0.224,1,2018,-
624,0,0.01,0.038,3.083,Central African Republic,155,0.305,0.218,0,2018,Sub-Saharan Africa
625,0,0.145,0.076,2.905,Burundi,156,0.065,0.149,1,2018,Sub-Saharan Africa
626,1,0.986,0.393,7.769,Finland,1,0.596,0.153,2,2019,Western Europe
627,1,0.996,0.41,7.6,Denmark,2,0.592,0.252,2,2019,Western Europe
628,1,1.028,0.341,7.554,Norway,3,0.603,0.271,2,2019,Western Europe
629,1,1.026,0.118,7.494,Iceland,4,0.591,0.354,2,2019,Western Europe
630,1,0.999,0.298,7.488,Netherlands,5,0.557,0.322,2,2019,Western Europe
631,1,1.052,0.343,7.48,Switzerland,6,0.572,0.263,2,2019,Western Europe
632,1,1.009,0.373,7.343,Sweden,7,0.574,0.267,1,2019,Western Europe
633,1,1.026,0.38,7.307,New Zealand,8,0.585,0.33,2,2019,Australia and New Zealand
634,1,1.039,0.308,7.278,Canada,9,0.584,0.285,2,2019,North America
635,1,1.016,0.226,7.246,Austria,10,0.532,0.244,1,2019,Western Europe
636,1,1.036,0.29,7.228,Australia,11,0.557,0.332,2,2019,Australia and New Zealand
637,1,0.963,0.093,7.167,Costa Rica,12,0.558,0.144,1,2019,Latin America and Caribbean
638,1,1.029,0.082,7.139,Israel,13,0.371,0.261,1,2019,Middle East and Northern Africa
639,2,1.012,0.316,7.09,Luxembourg,14,0.526,0.194,1,2019,Western Europe
640,1,0.996,0.278,7.054,United Kingdom,15,0.45,0.348,2,2019,Western Europe
641,1,0.999,0.31,7.021,Ireland,16,0.516,0.298,2,2019,Western Europe
642,1,0.987,0.265,6.985,Germany,17,0.495,0.261,1,2019,Western Europe
643,1,0.986,0.21,6.923,Belgium,18,0.473,0.16,2,2019,Western Europe
644,1,0.874,0.128,6.892,United States,19,0.454,0.28,1,2019,North America
645,1,0.92,0.036,6.852,Czech Republic,20,0.457,0.046,1,2019,Central and Eastern Europe
646,2,0.825,0.182,6.825,United Arab Emirates,21,0.598,0.262,1,2019,Middle East and Northern Africa
647,1,0.999,0.151,6.726,Malta,22,0.564,0.375,2,2019,Western Europe
648,1,0.861,0.073,6.595,Mexico,23,0.433,0.074,1,2019,Latin America and Caribbean
649,1,1.045,0.183,6.592,France,24,0.436,0.111,1,2019,Western Europe
650,1,0.914,0.097,6.446,Taiwan,25,0.351,0.242,1,2019,Eastern Asia
651,1,0.92,0.056,6.444,Chile,26,0.357,0.187,1,2019,Latin America and Caribbean
652,1,0.746,0.078,6.436,Guatemala,27,0.535,0.175,1,2019,Latin America and Caribbean
653,1,0.795,0.132,6.375,Saudi Arabia,28,0.439,0.08,1,2019,Middle East and Northern Africa
654,2,0.871,0.167,6.374,Qatar,29,0.555,0.22,1,2019,Middle East and Northern Africa
655,1,1.062,0.079,6.354,Spain,30,0.362,0.153,1,2019,Western Europe
656,1,0.91,0.054,6.321,Panama,31,0.516,0.109,1,2019,Latin America and Caribbean
657,1,0.802,0.086,6.3,Brazil,32,0.39,0.099,1,2019,Latin America and Caribbean
658,1,0.891,0.15,6.293,Uruguay,33,0.523,0.127,1,2019,Latin America and Caribbean
659,2,1.141,0.453,6.262,Singapore,34,0.556,0.271,1,2019,Southeastern Asia
660,1,0.789,0.074,6.253,El Salvador,35,0.43,0.093,1,2019,Latin America and Caribbean
661,1,1.039,0.03,6.223,Italy,36,0.231,0.158,1,2019,Western Europe
662,1,0.871,0.11,6.199,Bahrain,37,0.536,0.255,1,2019,Middle East and Northern Africa
663,1,0.881,0.014,6.198,Slovakia,38,0.334,0.121,2,2019,Central and Eastern Europe
664,1,0.713,0.016,6.192,Trinidad & Tobago,39,0.489,0.185,1,2019,-
665,1,0.884,0.05,6.182,Poland,40,0.483,0.117,1,2019,Central and Eastern Europe
666,1,0.756,0.24,6.174,Uzbekistan,41,0.631,0.322,2,2019,Central and Eastern Europe
667,1,0.818,0.042,6.149,Lithuania,42,0.291,0.043,2,2019,Central and Eastern Europe
668,1,0.841,0.034,6.125,Colombia,43,0.47,0.099,1,2019,Latin America and Caribbean
669,1,0.953,0.057,6.118,Slovenia,44,0.564,0.144,2,2019,Central and Eastern Europe
670,1,0.835,0.127,6.105,Nicaragua,45,0.435,0.2,1,2019,Latin America and Caribbean
671,1,0.758,0.006,6.1,Kosovo,46,0.489,0.262,1,2019,Central and Eastern Europe
672,1,0.881,0.05,6.086,Argentina,47,0.471,0.066,1,2019,Latin America and Caribbean
673,1,0.825,0.005,6.07,Romania,48,0.462,0.083,1,2019,Central and Eastern Europe
674,1,1.042,0.041,6.046,Cyprus,49,0.406,0.19,1,2019,Western Europe
675,1,0.868,0.087,6.028,Ecuador,50,0.498,0.126,1,2019,Latin America and Caribbean
676,2,0.808,0.097,6.021,Kuwait,51,0.493,0.142,1,2019,Middle East and Northern Africa
677,1,0.828,0.028,6.008,Thailand,52,0.557,0.359,1,2019,Southeastern Asia
678,1,0.812,0.064,5.94,Latvia,53,0.264,0.075,1,2019,Central and Eastern Europe
679,1,1.036,0.056,5.895,South Korea,54,0.159,0.175,1,2019,Eastern Asia
680,1,0.874,0.161,5.893,Estonia,55,0.495,0.103,2,2019,Central and Eastern Europe
681,1,0.831,0.028,5.89,Jamaica,56,0.49,0.107,1,2019,Latin America and Caribbean
682,1,0.798,0.06,5.888,Mauritius,57,0.498,0.215,1,2019,Sub-Saharan Africa
683,1,1.088,0.14,5.886,Japan,58,0.445,0.069,1,2019,Eastern Asia
684,1,0.828,0.078,5.86,Honduras,59,0.507,0.246,1,2019,Latin America and Caribbean
685,1,0.729,0.096,5.809,Kazakhstan,60,0.41,0.146,2,2019,Central and Eastern Europe
686,1,0.706,0.064,5.779,Bolivia,61,0.511,0.137,1,2019,Latin America and Caribbean
687,1,0.828,0.02,5.758,Hungary,62,0.199,0.081,1,2019,Central and Eastern Europe
688,1,0.777,0.08,5.743,Paraguay,63,0.514,0.184,1,2019,Latin America and Caribbean
689,1,1.042,0.162,5.718,Northern Cyprus,64,0.417,0.191,1,2019,-
690,1,0.854,0.027,5.697,Peru,65,0.455,0.083,1,2019,Latin America and Caribbean
691,1,0.999,0.025,5.693,Portugal,66,0.508,0.047,1,2019,Western Europe
692,1,0.535,0.098,5.653,Pakistan,67,0.313,0.22,1,2019,Southern Asia
693,1,0.726,0.031,5.648,Russia,68,0.334,0.082,1,2019,Central and Eastern Europe
694,1,0.657,0.107,5.631,Philippines,69,0.558,0.117,1,2019,Southeastern Asia
695,1,0.854,0.039,5.603,Serbia,70,0.282,0.137,1,2019,Central and Eastern Europe
696,1,0.739,0,5.529,Moldova,71,0.245,0.181,1,2019,Central and Eastern Europe
697,1,0.673,0.152,5.525,Libya,72,0.416,0.133,1,2019,Middle East and Northern Africa
698,1,0.871,0.08,5.523,Montenegro,73,0.197,0.142,1,2019,Central and Eastern Europe
699,0,0.718,0.144,5.467,Tajikistan,74,0.389,0.23,1,2019,Central and Eastern Europe
700,1,0.914,0.022,5.432,Croatia,75,0.296,0.119,1,2019,Central and Eastern Europe
701,1,1.122,0.287,5.43,Hong Kong,76,0.44,0.258,1,2019,Eastern Asia
702,1,0.779,0.101,5.425,Dominican Republic,77,0.497,0.113,1,2019,Latin America and Caribbean
703,1,0.845,0.006,5.386,Bosnia and Herzegovina,78,0.212,0.263,1,2019,Central and Eastern Europe
704,1,0.808,0.106,5.373,Turkey,79,0.195,0.083,1,2019,Middle East and Northern Africa
705,1,0.828,0.024,5.339,Malaysia,80,0.508,0.26,1,2019,Southeastern Asia
706,1,0.789,0.142,5.323,Belarus,81,0.235,0.094,1,2019,Central and Eastern Europe
707,1,0.999,0.034,5.287,Greece,82,0.067,0,1,2019,Western Europe
708,1,0.667,0.038,5.285,Mongolia,83,0.317,0.235,2,2019,Eastern Asia
709,1,0.838,0.034,5.274,North Macedonia,84,0.345,0.185,1,2019,-
710,1,0.245,0.041,5.265,Nigeria,85,0.426,0.215,1,2019,Sub-Saharan Africa
711,1,0.723,0.023,5.261,Kyrgyzstan,86,0.508,0.3,1,2019,Central and Eastern Europe
712,1,0.657,0.028,5.247,Turkmenistan,87,0.394,0.244,2,2019,Central and Eastern Europe
713,1,0.785,0.114,5.211,Algeria,88,0.086,0.073,1,2019,Middle East and Northern Africa
714,1,0.782,0.076,5.208,Morocco,89,0.418,0.036,1,2019,Middle East and Northern Africa
715,1,0.769,0.182,5.208,Azerbaijan,90,0.351,0.035,1,2019,Central and Eastern Europe
716,1,0.815,0.027,5.197,Lebanon,91,0.216,0.166,1,2019,Middle East and Northern Africa
717,1,0.66,0.028,5.192,Indonesia,92,0.491,0.498,1,2019,Southeastern Asia
718,1,0.893,0.1,5.191,China,93,0.521,0.058,1,2019,Eastern Asia
719,1,0.851,0.073,5.175,Vietnam,94,0.543,0.147,1,2019,Southeastern Asia
720,1,0.604,0.167,5.082,Bhutan,95,0.457,0.37,1,2019,Southern Asia
721,1,0.331,0.037,5.044,Cameroon,96,0.381,0.187,1,2019,Sub-Saharan Africa
722,1,0.815,0.004,5.011,Bulgaria,97,0.311,0.081,2,2019,Central and Eastern Europe
723,1,0.486,0.04,4.996,Ghana,98,0.381,0.245,1,2019,Sub-Saharan Africa
724,1,0.232,0.09,4.944,Ivory Coast,99,0.352,0.154,1,2019,Sub-Saharan Africa
725,0,0.677,0.089,4.913,Nepal,100,0.439,0.285,1,2019,Southern Asia
726,1,0.815,0.13,4.906,Jordan,101,0.383,0.11,1,2019,Middle East and Northern Africa
727,0,0.397,0.082,4.883,Benin,102,0.349,0.175,0,2019,Sub-Saharan Africa
728,1,0.508,0.093,4.812,Congo (Brazzaville),103,0.372,0.105,1,2019,Sub-Saharan Africa
729,1,0.571,0.055,4.799,Gabon,104,0.295,0.043,1,2019,Sub-Saharan Africa
730,1,0.551,0.164,4.796,Laos,105,0.547,0.266,1,2019,Southeastern Asia
731,1,0.469,0.055,4.722,South Africa,106,0.389,0.13,1,2019,Sub-Saharan Africa
732,1,0.874,0.027,4.719,Albania,107,0.383,0.178,1,2019,Central and Eastern Europe
733,1,0.805,0.047,4.707,Venezuela,108,0.154,0.064,1,2019,Latin America and Caribbean
734,1,0.637,0.062,4.7,Cambodia,109,0.609,0.232,1,2019,Southeastern Asia
735,1,0.672,0.066,4.696,Palestinian Territories,110,0.225,0.103,1,2019,Middle East and Northern Africa
736,0,0.571,0.072,4.681,Senegal,111,0.292,0.153,1,2019,Sub-Saharan Africa
737,0,0.268,0.27,4.668,Somalia,112,0.559,0.243,1,2019,-
738,1,0.477,0.056,4.639,Namibia,113,0.401,0.07,1,2019,-
739,0,0.366,0.102,4.628,Niger,114,0.318,0.188,1,2019,Sub-Saharan Africa
740,0,0.38,0.113,4.587,Burkina Faso,115,0.255,0.177,1,2019,Sub-Saharan Africa
741,1,0.815,0.064,4.559,Armenia,116,0.283,0.095,1,2019,Central and Eastern Europe
742,1,0.785,0.125,4.548,Iran,117,0.305,0.27,1,2019,Middle East and Northern Africa
743,0,0.375,0.086,4.534,Guinea,118,0.332,0.207,1,2019,Sub-Saharan Africa
744,1,0.752,0.164,4.519,Georgia,119,0.346,0.043,1,2019,Central and Eastern Europe
745,0,0.428,0.167,4.516,Gambia,120,0.382,0.269,1,2019,-
746,1,0.581,0.053,4.509,Kenya,121,0.431,0.372,1,2019,Sub-Saharan Africa
747,1,0.489,0.088,4.49,Mauritania,122,0.066,0.106,1,2019,Sub-Saharan Africa
748,0,0.39,0.138,4.466,Mozambique,123,0.494,0.197,1,2019,Sub-Saharan Africa
749,1,0.815,0.055,4.461,Tunisia,124,0.167,0.059,1,2019,Middle East and Northern Africa
750,1,0.723,0.143,4.456,Bangladesh,125,0.527,0.166,1,2019,Southern Asia
751,1,0.574,0.089,4.437,Iraq,126,0.241,0.148,1,2019,Middle East and Northern Africa
752,0,0.357,0.053,4.418,Congo (Kinshasa),127,0.269,0.212,1,2019,Sub-Saharan Africa
753,0,0.308,0.052,4.39,Mali,128,0.327,0.153,1,2019,Sub-Saharan Africa
754,0,0.242,0.045,4.374,Sierra Leone,129,0.309,0.252,1,2019,Sub-Saharan Africa
755,1,0.831,0.047,4.366,Sri Lanka,130,0.47,0.244,1,2019,Southern Asia
756,1,0.555,0.172,4.36,Myanmar,131,0.525,0.566,1,2019,Southeastern Asia
757,0,0.192,0.078,4.35,Chad,132,0.174,0.198,1,2019,Sub-Saharan Africa
758,1,0.739,0.01,4.332,Ukraine,133,0.178,0.187,1,2019,Central and Eastern Europe
759,0,0.532,0.1,4.286,Ethiopia,134,0.344,0.209,1,2019,Sub-Saharan Africa
760,1,0,0.135,4.212,Swaziland,135,0.313,0.074,1,2019,Sub-Saharan Africa
761,0,0.443,0.06,4.189,Uganda,136,0.356,0.252,1,2019,Sub-Saharan Africa
762,1,0.644,0.067,4.166,Egypt,137,0.241,0.076,1,2019,Middle East and Northern Africa
763,1,0.426,0.087,4.107,Zambia,138,0.431,0.247,1,2019,Sub-Saharan Africa
764,0,0.41,0.085,4.085,Togo,139,0.293,0.177,1,2019,Sub-Saharan Africa
765,1,0.588,0.085,4.015,India,140,0.498,0.2,1,2019,Southern Asia
766,0,0.443,0.033,3.975,Liberia,141,0.37,0.233,1,2019,Sub-Saharan Africa
767,0,0.505,0.078,3.973,Comoros,142,0.142,0.275,1,2019,Sub-Saharan Africa
768,0,0.555,0.041,3.933,Madagascar,143,0.148,0.169,1,2019,Sub-Saharan Africa
769,0,0.168,0.093,3.802,Lesotho,144,0.359,0.107,1,2019,Sub-Saharan Africa
770,0,0.38,0.18,3.775,Burundi,145,0.22,0.176,0,2019,Sub-Saharan Africa
771,0,0.433,0.089,3.663,Zimbabwe,146,0.361,0.151,1,2019,Sub-Saharan Africa
772,0,0.449,0.11,3.597,Haiti,147,0.026,0.419,1,2019,Latin America and Caribbean
773,1,0.538,0.1,3.488,Botswana,148,0.455,0.025,1,2019,Sub-Saharan Africa
774,1,0.44,0.141,3.462,Syria,149,0.013,0.331,0,2019,Middle East and Northern Africa
775,0,0.495,0.089,3.41,Malawi,150,0.443,0.218,1,2019,Sub-Saharan Africa
776,0,0.463,0.077,3.38,Yemen,151,0.143,0.108,1,2019,Middle East and Northern Africa
777,0,0.614,0.411,3.334,Rwanda,152,0.555,0.217,1,2019,Sub-Saharan Africa
778,0,0.499,0.147,3.231,Tanzania,153,0.417,0.276,1,2019,Sub-Saharan Africa
779,0,0.361,0.025,3.203,Afghanistan,154,0,0.158,1,2019,Southern Asia
780,0,0.105,0.035,3.083,Central African Republic,155,0.225,0.235,0,2019,Sub-Saharan Africa
781,0,0.295,0.091,2.853,South Sudan,156,0.01,0.202,1,2019,-
782,1,0.961271405,0.477857262,7.808700085,Finland,1,0.66231674,0.159670442,1,2020,Western Europe
783,1,0.979332566,0.495260328,7.645599842,Denmark,2,0.665039897,0.242793396,2,2020,Western Europe
784,1,1.040533185,0.407945901,7.559899807,Switzerland,3,0.62895447,0.269055754,1,2020,Western Europe
785,1,1.000843406,0.144540772,7.504499912,Iceland,4,0.661980748,0.362330228,2,2020,Western Europe
786,1,1.008071899,0.434100568,7.487999916,Norway,5,0.670200884,0.287985086,1,2020,Western Europe
787,1,0.975675344,0.368569762,7.448900223,Netherlands,6,0.61362648,0.336317569,1,2020,Western Europe
788,1,0.986470461,0.442066371,7.353499889,Sweden,7,0.650297701,0.272827893,1,2020,Western Europe
789,1,1.008138299,0.461268276,7.299600124,New Zealand,8,0.646789908,0.325726211,1,2020,North America and ANZ
790,1,1.000933528,0.281256139,7.294199944,Austria,9,0.603368878,0.255509764,1,2020,Western Europe
791,2,0.986442685,0.367041469,7.237500191,Luxembourg,10,0.610137045,0.19595392,1,2020,Western Europe
792,1,1.022501945,0.351701856,7.23210001,Canada,11,0.644028127,0.28152892,1,2020,North America and ANZ
793,1,1.022607684,0.335996419,7.222799778,Australia,12,0.621877193,0.324973613,1,2020,North America and ANZ
794,1,0.97570008,0.322601646,7.164500237,United Kingdom,13,0.525168657,0.373433441,1,2020,Western Europe
795,1,1.008052945,0.09989845,7.128600121,Israel,14,0.420699477,0.266861796,1,2020,Middle East and North Africa
796,1,0.939635336,0.096362092,7.121399879,Costa Rica,15,0.645017743,0.131266311,1,2020,Latin America and Caribbean
797,1,0.975670695,0.373433262,7.093699932,Ireland,16,0.587779939,0.295426995,1,2020,Western Europe
798,1,0.972114801,0.309362292,7.075799942,Germany,17,0.564274132,0.252037704,1,2020,Western Europe
799,1,0.831618011,0.152284741,6.939599991,United States,18,0.534608245,0.298143059,1,2020,North America and ANZ
800,1,0.89456445,0.049803223,6.910900116,Czech Republic,19,0.505744576,0.046325929,1,2020,Central and Eastern Europe
801,1,0.964901149,0.208724052,6.863500118,Belgium,20,0.499805421,0.146966159,1,2020,Western Europe
802,1,0.787814438,0.220213518,6.790800095,United Arab Emirates,21,0.652936101,0.28065598,1,2020,Middle East and North Africa
803,1,0.972042024,0.178864077,6.772799969,Malta,22,0.633239031,0.341180831,1,2020,Western Europe
804,1,1.029714227,0.227303237,6.663799763,France,23,0.514050901,0.112607703,1,2020,Western Europe
805,1,0.831601024,0.083133668,6.465000153,Mexico,24,0.553892553,0.083094485,1,2020,Latin America and Caribbean
806,1,0.878437996,0.131516352,6.45539999,Taiwan Province of China,25,0.449404389,0.150598705,1,2020,East Asia
807,1,0.856928885,0.193425074,6.440100193,Uruguay,26,0.59426707,0.132143691,1,2020,Latin America and Caribbean
808,1,0.759818137,0.163322315,6.406499863,Saudi Arabia,27,0.548477471,0.087440684,1,2020,Middle East and North Africa
809,1,1.051343083,0.109579779,6.400899887,Spain,28,0.425983816,0.16530548,1,2020,Western Europe
810,1,0.705952585,0.0983603,6.398900032,Guatemala,29,0.613146722,0.170611665,1,2020,Latin America and Caribbean
811,1,1.022504926,0.040145598,6.38740015,Italy,30,0.321305573,0.170266211,1,2020,Western Europe
812,2,1.137814283,0.533162236,6.377099991,Singapore,31,0.635317206,0.218770906,1,2020,Southeast Asia
813,1,0.766119063,0.106518604,6.375599861,Brazil,32,0.483292729,0.131674588,1,2020,Latin America and Caribbean
814,1,0.932548046,0.076516323,6.363399982,Slovenia,33,0.646700144,0.145701498,1,2020,Central and Eastern Europe
815,1,0.752730012,0.117030352,6.34829998,El Salvador,34,0.524043918,0.1189363,1,2020,Latin America and Caribbean
816,1,0.672709167,0.008559024,6.325200081,Kosovo,35,0.557280421,0.325286865,1,2020,Central and Eastern Europe
817,1,0.878546536,0.054230526,6.304800034,Panama,36,0.57984978,0.097207308,1,2020,Latin America and Caribbean
818,1,0.853465259,0.011291441,6.280600071,Slovakia,37,0.423542529,0.116729774,1,2020,Central and Eastern Europe
819,1,0.716703713,0.280260265,6.257599831,Uzbekistan,38,0.693270326,0.363311023,1,2020,Commonwealth of Independent States
820,1,0.889260828,0.06284935,6.228499889,Chile,39,0.417482227,0.155579001,1,2020,Latin America and Caribbean
821,1,0.838836372,0.126697257,6.227300167,Bahrain,40,0.610399902,0.287453711,1,2020,Middle East and North Africa
822,1,0.795421183,0.081350274,6.215499878,Lithuania,41,0.42046079,0.053691041,1,2020,Central and Eastern Europe
823,1,0.658828557,0.015078396,6.191899776,Trinidad and Tobago,42,0.55293113,0.199358255,1,2020,Latin America and Caribbean
824,1,0.868038476,0.160541251,6.186299801,Poland,43,0.557903528,0.063374244,1,2020,Central and Eastern Europe
825,1,0.810020149,0.04584837,6.163400173,Colombia,44,0.526890039,0.092374094,1,2020,Latin America and Caribbean
